127.0.0.1 - - [30/Aug/2019:18:19:38 +0900] "GET / HTTP/1.1" 404 1074
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector HTTP/1.1" 302 -
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/ HTTP/1.1" 200 8419
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/resources/css/main.css HTTP/1.1" 200 63192
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/sample1.png HTTP/1.1" 200 651596
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/SectorLogo.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/sample2.png HTTP/1.1" 200 742946
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/sample3.png HTTP/1.1" 200 738397
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/addressbook.png HTTP/1.1" 200 5977
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/hr.png HTTP/1.1" 200 9847
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/calander.png HTTP/1.1" 200 4911
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/email.png HTTP/1.1" 200 10920
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/board.png HTTP/1.1" 200 2343
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/Ap.png HTTP/1.1" 200 4210
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/images/info01.png HTTP/1.1" 200 253296
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/resources/webfonts/fa-brands-400.woff2 HTTP/1.1" 200 74508
127.0.0.1 - - [30/Aug/2019:18:19:39 +0900] "GET /Sector/resources/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 75440
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/index.html HTTP/1.1" 200 8419
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/resources/css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/sample1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/resources/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/SectorLogo.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/resources/js/browser.min.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/sample2.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/resources/js/breakpoints.min.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/resources/js/util.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/resources/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/resources/css/fontawesome-all.min.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/sample3.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/calander.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/addressbook.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/hr.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/email.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/board.png HTTP/1.1" 200 2343
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/Ap.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/images/info01.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/resources/webfonts/fa-solid-900.woff2 HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:21:47 +0900] "GET /Sector/resources/webfonts/fa-brands-400.woff2 HTTP/1.1" 304 -
127.0.0.1 - - [30/Aug/2019:18:22:15 +0900] "GET /Sector/index.html HTTP/1.1" 200 8419
127.0.0.1 - - [30/Aug/2019:18:22:16 +0900] "GET /Sector/index.html HTTP/1.1" 200 8419
127.0.0.1 - - [30/Aug/2019:18:22:18 +0900] "GET /Sector/index.html HTTP/1.1" 200 8419
127.0.0.1 - - [30/Aug/2019:18:22:20 +0900] "GET /Sector/ HTTP/1.1" 304 -
